row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,principal_diagnosis_code,diagnosis_description,diagnosis_version,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
6806007,2019,091,Martin,COMMERCIAL,2,19 - 44 years,F,25,M99,"Biomechanical lesions, not elsewhere classified",0,135,292,"$7,410.05",$296.40,$173.11,"$1,833.29",$73.33,$0.00,"$5,576.76",$223.07,$80.00
6810303,2019,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,13,F43,"Reaction to severe stress, and adjustment disorders",0,96,153,"$6,006.47",$462.03,$262.60,"$6,000.07",$461.54,$262.60,$6.40,$0.49,$0.00
6813951,2019,091,Martin,MEDICARE,4,65 - 74 years,M,32,J98,Other respiratory disorders,0,129,381,"$9,071.20",$283.47,$91.07,"$7,423.21",$231.97,$55.84,"$1,647.99",$51.49,$18.24
7149136,2019,145,Stearns,MEDICARE,3,45 - 64 years,F,39,J32,Chronic sinusitis,0,129,464,"$13,267.70",$340.19,$108.29,"$10,398.83",$266.63,$80.63,"$2,868.87",$73.56,$21.71
7150264,2019,145,Stearns,MEDICARE,3,45 - 64 years,M,71,R60,"Edema, not elsewhere classified",0,335,842,"$12,346.29",$173.89,$102.79,"$9,767.25",$137.56,$73.83,"$2,579.04",$36.32,$14.83
7151272,2019,145,Stearns,MEDICARE,4,65 - 74 years,F,22,S86,"Injury of muscle, fascia and tendon at lower leg level",0,108,264,"$7,742.76",$351.94,$106.49,"$5,724.44",$260.20,$91.27,"$2,018.32",$91.74,$18.27
7152568,2019,145,Stearns,MEDICARE,5,75 years and older,F,56,H16,Keratitis,0,205,665,"$17,543.27",$313.27,$152.36,"$13,901.21",$248.23,$120.04,"$3,642.06",$65.03,$30.78
7153744,2019,145,Stearns,MEDICARE,5,75 years and older,M,15,M12,Other and unspecified arthropathy,0,150,178,"$43,265.28","$2,884.35",$788.18,"$36,484.70","$2,432.31",$320.70,"$6,780.58",$452.03,$112.40
7156240,2019,147,Steele,COMMERCIAL,3,45 - 64 years,M,16,M51,"Thoracic, thoracolum, and lumbosacral intvrt disc disorders",0,47,186,"$58,386.07","$3,649.12",$574.81,"$52,212.59","$3,263.28",$267.00,"$6,173.48",$385.84,$62.63
7159432,2019,147,Steele,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,20,J45,Asthma,0,255,222,"$42,371.71","$2,118.58",$134.45,"$42,316.11","$2,115.80",$131.25,$55.60,$2.78,$0.00
7163656,2019,147,Steele,MEDICARE,4,65 - 74 years,F,80,M85,Other disorders of bone density and structure,0,144,953,"$8,490.93",$106.13,$40.78,"$7,168.12",$89.60,$40.66,"$1,322.81",$16.53,$0.00
7165072,2019,147,Steele,MEDICARE,5,75 years and older,F,16,M89,Other disorders of bone,0,58,183,"$4,817.83",$301.11,$55.76,"$4,261.43",$266.33,$50.30,$556.40,$34.77,$5.46
7171792,2019,149,Stevens,MEDICARE,4,65 - 74 years,M,27,M54,Dorsalgia,0,366,306,"$26,186.56",$969.87,$322.49,"$18,983.91",$703.10,$249.91,"$7,202.65",$266.76,$98.15
7176304,2019,151,Swift,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,17,J02,Acute pharyngitis,0,41,202,"$1,334.44",$78.49,$52.68,"$1,269.44",$74.67,$49.68,$65.00,$3.82,$0.00
7181224,2019,153,Todd,COMMERCIAL,1,18 years and under,F,246,Z00,"Encntr for general exam w/o complaint, susp or reprtd dx",0,"1,655","2,857","$140,885.36",$572.70,$350.56,"$139,323.32",$566.35,$344.05,"$1,562.04",$6.34,$0.00
7184992,2019,153,Todd,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,45,O99,Oth maternal diseases classd elsw but compl preg/chldbrth,0,406,496,"$70,088.32","$1,557.51",$548.73,"$70,063.32","$1,556.96",$548.73,$25.00,$0.55,$0.00
7189840,2019,153,Todd,MEDICARE,4,65 - 74 years,M,51,Z47,Orthopedic aftercare,0,443,612,"$59,221.65","$1,161.20",$277.05,"$48,921.37",$959.24,$211.80,"$10,300.28",$201.96,$45.15
7195168,2019,155,Traverse,MEDICARE,4,65 - 74 years,M,15,L57,Skin changes due to chronic expsr to nonionizing radiation,0,69,180,"$4,682.73",$312.18,$105.84,"$4,296.95",$286.46,$105.84,$385.78,$25.71,$0.00
6838561,2019,095,Mille Lacs,MEDICARE,4,65 - 74 years,M,16,M70,"Soft tissue disorders related to use, overuse and pressure",0,92,186,"$3,780.67",$236.29,$114.15,"$3,248.46",$203.02,$109.45,$532.21,$33.26,$14.91
6840073,2019,095,Mille Lacs,MEDICARE,5,75 years and older,M,67,R41,Oth symptoms and signs w cognitive functions and awareness,0,622,735,"$84,754.89","$1,264.99",$325.61,"$74,286.06","$1,108.74",$287.20,"$10,468.83",$156.25,$15.43
6842785,2019,097,Morrison,COMMERCIAL,3,45 - 64 years,F,31,R20,Disturbances of skin sensation,0,189,361,"$48,536.53","$1,565.69",$732.04,"$34,846.39","$1,124.07",$412.38,"$13,690.14",$441.61,$71.51
6845953,2019,097,Morrison,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,30,R63,Symptoms and signs concerning food and fluid intake,0,135,327,"$5,113.11",$170.43,$103.83,"$5,001.71",$166.72,$102.33,$111.40,$3.71,$0.00
6848569,2019,097,Morrison,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,17,E11,Type 2 diabetes mellitus,0,648,188,"$61,288.85","$3,605.22",$128.25,"$61,279.25","$3,604.66",$128.25,$9.60,$0.56,$0.00
6852121,2019,097,Morrison,MEDICARE,4,65 - 74 years,M,18,I95,Hypotension,0,160,213,"$35,549.33","$1,974.96",$763.84,"$30,251.58","$1,680.64",$652.01,"$5,297.75",$294.31,$75.61
6853489,2019,097,Morrison,MEDICARE,5,75 years and older,M,253,H52,Disorders of refraction and accommodation,0,559,"3,005","$29,087.56",$114.97,$116.64,"$23,725.52",$93.77,$92.51,"$5,362.04",$21.19,$0.00
6857281,2019,099,Mower,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,12,G43,Migraine,0,50,144,"$3,396.87",$283.07,$157.99,"$3,396.87",$283.07,$157.99,$0.00,$0.00,$0.00
6859321,2019,099,Mower,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,18,G56,Mononeuropathies of upper limb,0,137,211,"$13,775.60",$765.31,$377.08,"$13,585.60",$754.75,$377.08,$190.00,$10.55,$0.00
6863353,2019,099,Mower,MEDICARE,3,45 - 64 years,M,20,J18,"Pneumonia, unspecified organism",0,348,226,"$40,871.76","$2,043.58",$865.22,"$36,532.48","$1,826.62",$744.98,"$4,339.28",$216.96,$117.40
6865417,2019,099,Mower,MEDICARE,5,75 years and older,F,12,H57,Other disorders of eye and adnexa,0,67,144,"$7,034.11",$586.17,$269.05,"$5,689.92",$474.16,$235.77,"$1,344.19",$112.01,$49.24
6868129,2019,101,Murray,COMMERCIAL,3,45 - 64 years,M,11,R06,Abnormalities of breathing,0,86,132,"$40,110.15","$3,646.37",$160.20,"$33,445.73","$3,040.52",$0.00,"$6,664.42",$605.85,$16.44
6873049,2019,101,Murray,MEDICARE,5,75 years and older,F,208,Z23,Encounter for immunization,0,426,"2,494","$16,991.94",$81.69,$71.37,"$16,784.17",$80.69,$71.37,$207.77,$0.99,$0.00
6876721,2019,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,41,H10,Conjunctivitis,0,49,463,"$3,174.21",$77.41,$66.15,"$3,174.21",$77.41,$66.15,$0.00,$0.00,$0.00
6879673,2019,103,Nicollet,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,59,G47,Sleep disorders,0,673,701,"$36,336.39",$615.87,$501.26,"$36,263.07",$614.62,$501.26,$73.32,$1.24,$0.00
6883681,2019,103,Nicollet,MEDICARE,4,65 - 74 years,M,46,H35,Other retinal disorders,0,216,552,"$15,235.03",$331.19,$169.57,"$11,719.04",$254.76,$135.58,"$3,515.99",$76.43,$34.37
6885121,2019,103,Nicollet,MEDICARE,5,75 years and older,M,122,I44,Atrioventricular and left bundle-branch block,0,289,"1,404","$35,846.62",$293.82,$17.14,"$32,971.28",$270.25,$16.37,"$2,875.34",$23.56,$3.39
6889681,2019,105,Nobles,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,94,E11,Type 2 diabetes mellitus,0,"3,002","1,044","$195,555.49","$2,080.37",$231.11,"$195,296.69","$2,077.62",$225.22,$258.80,$2.75,$0.00
6893857,2019,105,Nobles,MEDICARE,5,75 years and older,F,16,I21,Acute myocardial infarction,0,408,192,"$175,962.55","$10,997.65","$6,832.33","$158,911.23","$9,931.95","$5,386.98","$17,051.32","$1,065.70",$595.25
6896809,2019,107,Norman,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,47,J06,Acute upper resp infections of multiple and unsp sites,0,99,532,"$14,196.28",$302.04,$238.56,"$14,196.28",$302.04,$238.56,$0.00,$0.00,$0.00
6903049,2019,109,Olmsted,COMMERCIAL,2,19 - 44 years,F,27,Z98,Other postprocedural states,0,188,305,"$23,219.78",$859.99,$494.84,"$16,442.40",$608.97,$227.18,"$6,777.38",$251.01,$9.69
6906313,2019,109,Olmsted,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,19,N91,"Absent, scanty and rare menstruation",0,201,210,"$5,079.27",$267.33,$231.91,"$5,079.27",$267.33,$231.91,$0.00,$0.00,$0.00
6908089,2019,109,Olmsted,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,30,O00,Ectopic pregnancy,0,455,314,"$34,186.82","$1,139.56",$614.40,"$34,066.98","$1,135.56",$614.40,$119.84,$3.99,$0.00
6909721,2019,109,Olmsted,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,23,I83,Varicose veins of lower extremities,0,129,258,"$4,576.81",$198.99,$160.00,"$4,477.81",$194.68,$160.00,$99.00,$4.30,$0.00
7202320,2019,157,Wabasha,MEDICARE,3,45 - 64 years,F,14,F32,"Major depressive disorder, single episode",0,52,168,"$4,023.09",$287.36,$196.07,"$2,977.84",$212.70,$154.26,"$1,045.25",$74.66,$62.77
7204840,2019,157,Wabasha,MEDICARE,5,75 years and older,F,11,F01,Vascular dementia,0,100,132,"$8,784.40",$798.58,$466.32,"$7,408.30",$673.48,$446.32,"$1,376.10",$125.10,$22.82
7207600,2019,159,Wadena,COMMERCIAL,3,45 - 64 years,F,45,E11,Type 2 diabetes mellitus,0,370,527,"$42,868.14",$952.62,$528.61,"$30,842.86",$685.39,$191.77,"$12,025.28",$267.22,$170.24
7211968,2019,159,Wadena,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,15,F17,Nicotine dependence,0,51,174,"$1,534.26",$102.28,$37.44,"$1,485.26",$99.01,$37.44,$49.00,$3.26,$0.00
7216672,2019,159,Wadena,MEDICARE,5,75 years and older,F,24,M15,Polyosteoarthritis,0,165,275,"$29,641.14","$1,235.04",$303.17,"$27,912.06","$1,163.00",$284.02,"$1,729.08",$72.04,$21.10
7219864,2019,161,Waseca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,11,G47,Sleep disorders,0,34,132,"$2,053.84",$186.71,$82.53,"$2,053.84",$186.71,$82.53,$0.00,$0.00,$0.00
7224928,2019,161,Waseca,MEDICARE,4,65 - 74 years,F,17,E83,Disorders of mineral metabolism,0,612,195,"$51,055.69","$3,003.27",$205.57,"$41,064.77","$2,415.57",$205.57,"$9,990.92",$587.70,$16.34
7226704,2019,161,Waseca,MEDICARE,5,75 years and older,M,88,B35,Dermatophytosis,0,311,"1,022","$12,853.56",$146.06,$135.33,"$9,768.15",$111.00,$97.76,"$3,085.41",$35.06,$22.32
7228360,2019,163,Washington,COMMERCIAL,1,18 years and under,M,56,F88,Other disorders of psychological development,0,786,660,"$77,194.07","$1,378.46",$708.42,"$58,292.85","$1,040.94",$321.06,"$18,901.22",$337.52,$150.48
7229488,2019,163,Washington,COMMERCIAL,2,19 - 44 years,F,72,J35,Chronic diseases of tonsils and adenoids,0,389,840,"$107,587.67","$1,494.27",$424.15,"$87,921.87","$1,221.13",$276.17,"$19,665.80",$273.13,$40.48
7230832,2019,163,Washington,COMMERCIAL,2,19 - 44 years,M,14,Q66,Congenital deformities of feet,0,31,164,"$6,417.18",$458.37,$337.06,"$4,526.75",$323.33,$255.88,"$1,890.43",$135.03,$32.50
7232008,2019,163,Washington,COMMERCIAL,3,45 - 64 years,F,84,S06,Intracranial injury,0,572,978,"$133,609.54","$1,590.58",$576.61,"$111,749.55","$1,330.35",$479.10,"$21,859.99",$260.23,$53.17
7232968,2019,163,Washington,COMMERCIAL,3,45 - 64 years,M,61,R33,Retention of urine,0,432,701,"$67,935.98","$1,113.70",$537.14,"$54,840.43",$899.02,$268.06,"$13,095.55",$214.68,$40.00
7234216,2019,163,Washington,COMMERCIAL,4,65 - 74 years,M,12,I95,Hypotension,0,28,136,"$2,288.32",$190.69,$67.61,"$1,705.87",$142.15,$40.33,$582.45,$48.53,$0.00
7236208,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,18,L23,Allergic contact dermatitis,0,23,207,"$1,964.79",$109.15,$62.72,"$1,864.79",$103.59,$62.72,$100.00,$5.55,$0.00
7237960,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,835,J02,Acute pharyngitis,0,"2,608","9,444","$104,684.13",$125.37,$83.63,"$100,519.47",$120.38,$79.97,"$4,164.66",$4.98,$0.00
7239928,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,166,J02,Acute pharyngitis,0,463,"1,893","$15,787.65",$95.10,$78.00,"$14,925.64",$89.91,$73.15,$862.01,$5.19,$0.00
7242376,2019,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,18,G47,Sleep disorders,0,119,200,"$5,008.67",$278.25,$139.74,"$4,955.67",$275.31,$127.44,$53.00,$2.94,$0.00
7244848,2019,163,Washington,MEDICARE,3,45 - 64 years,F,48,M76,"Enthesopathies, lower limb, excluding foot",0,195,562,"$12,063.26",$251.31,$122.12,"$9,272.32",$193.17,$85.69,"$2,790.94",$58.14,$27.23
7246360,2019,163,Washington,MEDICARE,4,65 - 74 years,F,105,G62,Other and unspecified polyneuropathies,0,445,"1,259","$42,821.81",$407.82,$128.55,"$38,474.69",$366.42,$106.84,"$4,347.12",$41.40,$20.00
7247584,2019,163,Washington,MEDICARE,4,65 - 74 years,M,86,K02,Dental caries,0,130,"1,032","$16,241.01",$188.84,$225.00,"$16,115.03",$187.38,$225.00,$125.98,$1.46,$0.00
7248664,2019,163,Washington,MEDICARE,5,75 years and older,F,11,L27,Dermatitis due to substances taken internally,0,43,132,"$15,315.53","$1,392.32",$79.10,"$12,446.67","$1,131.51",$78.46,"$2,868.86",$260.80,$14.83
7249768,2019,163,Washington,MEDICARE,5,75 years and older,M,131,M70,"Soft tissue disorders related to use, overuse and pressure",0,514,"1,562","$57,020.39",$435.27,$142.40,"$49,390.92",$377.02,$109.52,"$7,629.47",$58.24,$25.23
7255528,2019,165,Watonwan,MEDICARE,4,65 - 74 years,F,17,D64,Other anemias,0,229,185,"$20,171.02","$1,186.53",$142.05,"$16,724.19",$983.77,$126.92,"$3,446.83",$202.75,$8.10
6618378,2019,053,Hennepin,COMMERCIAL,5,75 years and older,M,21,H04,Disorders of lacrimal system,0,58,245,"$3,147.37",$149.87,$50.76,"$2,524.80",$120.22,$36.50,$622.57,$29.64,$15.00
6619722,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,56,P70,Transitory disord of carbohydrate metab specific to newborn,0,253,380,"$168,677.33","$3,012.09",$326.74,"$168,677.33","$3,012.09",$326.74,$0.00,$0.00,$0.00
6620706,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,46,L80,Vitiligo,0,574,531,"$38,055.85",$827.30,$173.12,"$38,055.85",$827.30,$173.12,$0.00,$0.00,$0.00
6621666,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,353,H00,Hordeolum and chalazion,0,668,"3,892","$50,195.60",$142.19,$79.86,"$48,388.42",$137.07,$71.38,"$1,807.18",$5.11,$0.00
6622530,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,50,T88,"Oth complications of surgical and medical care, NEC",0,192,580,"$19,646.75",$392.93,$83.13,"$19,584.25",$391.68,$82.84,$62.50,$1.25,$0.00
6623394,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,21,N10,Acute pyelonephritis,0,172,239,"$38,388.10","$1,828.00",$353.22,"$38,372.90","$1,827.28",$353.22,$15.20,$0.72,$0.00
6624306,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,98,H54,Blindness and low vision,0,"4,896","1,135","$317,195.78","$3,236.69",$171.45,"$316,804.98","$3,232.70",$162.79,$390.80,$3.98,$0.00
6625314,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,30,C91,Lymphoid leukemia,0,"1,301",344,"$106,936.74","$3,564.55",$323.59,"$106,260.93","$3,542.03",$320.59,$675.81,$22.52,$0.00
6626250,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,36,T17,Foreign body in respiratory tract,0,179,394,"$47,591.47","$1,321.98",$101.91,"$47,579.27","$1,321.64",$100.41,$12.20,$0.33,$0.00
6627738,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,78,J98,Other respiratory disorders,0,223,843,"$28,361.69",$363.61,$0.00,"$28,355.49",$363.53,$0.00,$6.20,$0.07,$0.00
6629322,2019,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,17,I95,Hypotension,0,128,188,"$3,066.95",$180.40,$38.51,"$3,035.15",$178.53,$38.51,$31.80,$1.87,$0.00
6630666,2019,053,Hennepin,MEDICARE,2,19 - 44 years,F,46,S06,Intracranial injury,0,283,537,"$60,821.14","$1,322.19",$297.99,"$54,953.59","$1,194.64",$243.79,"$5,867.55",$127.55,$60.35
6632178,2019,053,Hennepin,MEDICARE,3,45 - 64 years,F,102,H66,Suppurative and unspecified otitis media,0,274,"1,188","$17,028.66",$166.94,$102.13,"$12,949.94",$126.96,$73.72,"$4,078.72",$39.98,$20.00
6633210,2019,053,Hennepin,MEDICARE,3,45 - 64 years,M,152,F39,Unspecified mood [affective] disorder,0,664,"1,779","$72,232.00",$475.21,$149.62,"$61,487.11",$404.52,$108.04,"$10,744.89",$70.69,$31.60
6634074,2019,053,Hennepin,MEDICARE,4,65 - 74 years,F,145,A04,Other bacterial intestinal infections,0,"1,154","1,674","$293,175.09","$2,021.89",$176.28,"$276,189.44","$1,904.75",$166.30,"$16,985.65",$117.14,$14.36
6635034,2019,053,Hennepin,MEDICARE,4,65 - 74 years,F,467,R25,Abnormal involuntary movements,0,"2,024","5,593","$124,966.35",$267.59,$119.66,"$110,504.85",$236.62,$104.55,"$14,461.50",$30.96,$13.42
6635826,2019,053,Hennepin,MEDICARE,4,65 - 74 years,M,43,I66,"Occls and stenosis of cereb art, not rslt in cerebral infrc",0,103,499,"$10,710.51",$249.08,$170.78,"$9,248.87",$215.09,$137.18,"$1,461.64",$33.99,$14.88
6636594,2019,053,Hennepin,MEDICARE,5,75 years and older,F,379,B37,Candidiasis,0,"1,046","4,466","$174,314.09",$459.93,$106.82,"$159,081.95",$419.74,$85.11,"$15,232.14",$40.19,$14.83
6637314,2019,053,Hennepin,MEDICARE,5,75 years and older,F,"1,965",M51,"Thoracic, thoracolum, and lumbosacral intvrt disc disorders",0,"8,725","23,318","$1,353,708.24",$688.91,$176.98,"$1,228,377.10",$625.12,$144.19,"$125,331.14",$63.78,$20.00
6638178,2019,053,Hennepin,MEDICARE,5,75 years and older,M,585,H02,Other disorders of eyelid,0,"2,523","6,929","$474,441.65",$811.01,$159.42,"$408,982.18",$699.11,$129.31,"$65,459.47",$111.89,$30.00
6641226,2019,055,Houston,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,25,H92,Otalgia and effusion of ear,0,44,287,"$3,064.90",$122.59,$85.65,"$3,064.90",$122.59,$85.65,$0.00,$0.00,$0.00
6646578,2019,055,Houston,MEDICARE,5,75 years and older,F,15,G20,Parkinson's disease,0,288,166,"$52,203.60","$3,480.24",$728.32,"$45,132.74","$3,008.84",$728.32,"$7,070.86",$471.39,$67.00
6649242,2019,057,Hubbard,COMMERCIAL,3,45 - 64 years,F,37,M54,Dorsalgia,0,313,436,"$47,737.45","$1,290.20",$345.32,"$31,898.22",$862.11,$4.37,"$15,839.23",$428.08,$155.77
6652554,2019,057,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,87,M99,"Biomechanical lesions, not elsewhere classified",0,479,945,"$12,486.00",$143.51,$109.40,"$11,151.56",$128.17,$86.36,"$1,334.44",$15.33,$6.00
6657810,2019,057,Hubbard,MEDICARE,4,65 - 74 years,M,198,M25,"Other joint disorder, not elsewhere classified",0,"1,827","2,355","$109,909.34",$555.09,$350.78,"$76,558.70",$386.66,$270.12,"$33,350.64",$168.43,$75.05
6659178,2019,057,Hubbard,MEDICARE,5,75 years and older,M,12,L60,Nail disorders,0,34,144,"$2,770.82",$230.90,$187.18,"$2,034.29",$169.52,$149.27,$736.53,$61.37,$41.85
6662274,2019,059,Isanti,COMMERCIAL,3,45 - 64 years,M,13,E87,"Other disorders of fluid, electrolyte and acid-base balance",0,87,152,"$11,104.59",$854.19,$52.82,"$10,736.43",$825.87,$52.82,$368.16,$28.32,$0.00
6664674,2019,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,26,S52,Fracture of forearm,0,342,295,"$33,030.60","$1,270.40",$690.71,"$33,030.60","$1,270.40",$690.71,$0.00,$0.00,$0.00
6666834,2019,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,47,Z51,Encounter for other aftercare and medical care,0,738,562,"$102,721.12","$2,185.55",$80.09,"$102,653.32","$2,184.11",$77.01,$67.80,$1.44,$0.00
6670482,2019,059,Isanti,MEDICARE,4,65 - 74 years,F,17,K02,Dental caries,0,20,204,"$3,353.80",$197.28,$225.00,"$3,353.80",$197.28,$225.00,$0.00,$0.00,$0.00
6672330,2019,059,Isanti,MEDICARE,5,75 years and older,F,25,T14,Injury of unspecified body region,0,70,278,"$4,063.60",$162.54,$107.89,"$3,093.95",$123.75,$77.32,$969.65,$38.78,$15.44
6676074,2019,061,Itasca,COMMERCIAL,3,45 - 64 years,M,30,M51,"Thoracic, thoracolum, and lumbosacral intvrt disc disorders",0,67,344,"$20,704.99",$690.16,$158.08,"$9,809.24",$326.97,$75.17,"$10,895.75",$363.19,$30.39
6678858,2019,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,183,Z01,"Encntr for oth sp exam w/o complaint, suspected or reprtd dx",0,469,"2,130","$26,295.21",$143.68,$139.91,"$26,295.21",$143.68,$139.91,$0.00,$0.00,$0.00
6680802,2019,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,26,K76,Other diseases of liver,0,49,293,"$3,282.38",$126.24,$59.57,"$3,101.24",$119.27,$52.49,$181.14,$6.96,$0.00
6684546,2019,061,Itasca,MEDICARE,3,45 - 64 years,F,16,R13,Aphagia and dysphagia,0,104,184,"$9,645.18",$602.82,$327.29,"$7,046.47",$440.40,$261.27,"$2,598.71",$162.41,$71.15
6686538,2019,061,Itasca,MEDICARE,4,65 - 74 years,M,64,H26,Other cataract,0,324,765,"$62,407.61",$975.11,$424.16,"$47,169.12",$737.01,$381.21,"$15,238.49",$238.10,$42.50
6688002,2019,061,Itasca,MEDICARE,5,75 years and older,M,52,D12,"Benign neoplasm of colon, rectum, anus and anal canal",0,163,624,"$19,408.37",$373.23,$115.59,"$16,250.39",$312.50,$96.71,"$3,157.98",$60.73,$7.76
6690306,2019,063,Jackson,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,13,R21,Rash and other nonspecific skin eruption,0,18,153,"$1,607.83",$123.67,$133.12,"$1,607.83",$123.67,$133.12,$0.00,$0.00,$0.00
6695178,2019,063,Jackson,MEDICARE,5,75 years and older,M,13,H26,Other cataract,0,62,156,"$10,618.86",$816.83,$216.84,"$7,265.36",$558.87,$173.42,"$3,353.50",$257.96,$43.42
6700482,2019,065,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,63,M25,"Other joint disorder, not elsewhere classified",0,885,717,"$51,258.89",$813.63,$190.45,"$51,047.31",$810.27,$190.45,$211.58,$3.35,$0.00
6704706,2019,065,Kanabec,MEDICARE,5,75 years and older,M,19,R13,Aphagia and dysphagia,0,55,192,"$4,965.19",$261.32,$167.04,"$4,227.42",$222.49,$131.96,$737.77,$38.83,$5.36
6707490,2019,067,Kandiyohi,COMMERCIAL,3,45 - 64 years,F,25,N93,Other abnormal uterine and vaginal bleeding,0,136,294,"$28,957.17","$1,158.28",$860.88,"$15,261.69",$610.46,$334.02,"$13,695.48",$547.81,$340.86
6710442,2019,067,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,38,D50,Iron deficiency anemia,0,292,442,"$17,251.08",$453.97,$119.14,"$17,211.61",$452.93,$119.14,$39.47,$1.03,$0.00
6712986,2019,067,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,130,M25,"Other joint disorder, not elsewhere classified",0,765,"1,482","$28,534.72",$219.49,$105.00,"$27,771.97",$213.63,$99.04,$762.75,$5.86,$0.00
6717618,2019,067,Kandiyohi,MEDICARE,4,65 - 74 years,M,33,M10,Gout,0,121,392,"$3,212.81",$97.35,$61.75,"$2,492.43",$75.52,$48.89,$720.38,$21.82,$0.00
6719250,2019,067,Kandiyohi,MEDICARE,5,75 years and older,M,24,R20,Disturbances of skin sensation,0,108,284,"$7,922.04",$330.08,$164.32,"$6,538.28",$272.42,$141.62,"$1,383.76",$57.65,$25.97
6726642,2019,071,Koochiching,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,11,R62,Lack of expected normal physiol dev in childhood and adults,0,137,127,"$8,779.35",$798.12,$340.32,"$8,779.35",$798.12,$340.32,$0.00,$0.00,$0.00
6731970,2019,071,Koochiching,MEDICARE,4,65 - 74 years,M,11,R39,Oth and unsp symptoms and signs involving the GU sys,0,55,132,"$3,194.99",$290.45,$115.00,"$3,095.04",$281.36,$115.00,$99.95,$9.08,$0.00
7122651,2019,141,Sherburne,MEDICARE,4,65 - 74 years,F,14,T85,Complications of internal prosth dev/grft,0,99,158,"$11,775.37",$841.09,$308.51,"$10,174.30",$726.73,$246.33,"$1,601.07",$114.36,$31.85
7123851,2019,141,Sherburne,MEDICARE,5,75 years and older,F,21,I15,Secondary hypertension,0,99,243,"$1,072.59",$51.07,$29.96,$999.58,$47.59,$26.71,$73.01,$3.47,$0.00
7125939,2019,143,Sibley,COMMERCIAL,2,19 - 44 years,F,23,M79,"Oth and unsp soft tissue disorders, not elsewhere classified",0,69,270,"$15,453.18",$671.87,$195.54,"$7,901.35",$343.53,$106.38,"$7,551.83",$328.34,$25.00
